날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%)
2017-04-01,0:00,4.9,0.0,1.5,81.0
2017-04-01,1:00,5.1,0.0,1.3,77.0
2017-04-01,2:00,5.7,0.0,0.8,74.0
2017-04-01,3:00,5.7,0.0,0.6,77.0
2017-04-01,4:00,5.5,0.0,0.5,78.0
2017-04-01,5:00,5.6,0.0,1.0,80.0
2017-04-01,6:00,5.6,0.0,0.4,79.0
2017-04-01,7:00,5.4,0.0,1.9,78.0
2017-04-01,8:00,6.6,0.0,1.7,71.0
2017-04-01,9:00,8.7,0.0,0.6,61.0
2017-04-01,10:00,9.3,0.0,2.3,60.0
2017-04-01,11:00,9.9,0.0,2.0,57.0
2017-04-01,12:00,11.7,0.0,4.4,51.0
2017-04-01,13:00,12.9,0.0,2.8,39.0
2017-04-01,14:00,13.2,0.0,4.6,34.0
2017-04-01,15:00,14.8,0.0,3.8,29.0
2017-04-01,16:00,9.5,1.0,1.4,68.0
2017-04-01,17:00,12.1,0.0,0.9,46.0
2017-04-01,18:00,11.7,0.0,2.6,51.0
2017-04-01,19:00,10.2,0.0,2.3,47.0
2017-04-01,20:00,9.2,0.0,2.3,48.0
2017-04-01,21:00,8.4,0.0,3.5,60.0
2017-04-01,22:00,7.3,0.0,3.3,66.0
2017-04-01,23:00,5.9,0.0,2.0,74.0
2017-04-02,0:00,5.3,0.0,2.3,76.0
2017-04-02,1:00,4.9,0.0,1.0,78.0
2017-04-02,2:00,4.6,0.0,0.3,76.0
2017-04-02,3:00,4.2,0.0,1.1,77.0
2017-04-02,4:00,4.0,0.0,0.3,78.0
2017-04-02,5:00,3.3,0.0,1.2,83.0
2017-04-02,6:00,3.1,0.0,0.4,83.0
2017-04-02,7:00,3.2,0.0,0.4,83.0
2017-04-02,8:00,4.9,0.0,2.0,74.0
2017-04-02,9:00,7.7,0.0,0.5,65.0
2017-04-02,10:00,10.1,0.0,1.5,59.0
2017-04-02,11:00,12.3,0.0,2.0,41.0
2017-04-02,12:00,13.5,0.0,3.2,32.0
2017-04-02,13:00,14.2,0.0,3.1,27.0
2017-04-02,14:00,15.0,0.0,5.0,29.0
2017-04-02,15:00,15.1,0.0,4.2,26.0
2017-04-02,16:00,15.5,0.0,3.8,26.0
2017-04-02,17:00,14.2,0.0,3.6,33.0
2017-04-02,18:00,12.7,0.0,3.5,34.0
2017-04-02,19:00,10.7,0.0,3.8,38.0
2017-04-02,20:00,9.5,0.0,2.2,46.0
2017-04-02,21:00,8.6,0.0,1.7,52.0
2017-04-02,22:00,8.1,0.0,2.7,54.0
2017-04-02,23:00,7.5,0.0,1.2,56.0
2017-04-03,0:00,7.1,0.0,1.8,56.0
2017-04-03,1:00,6.4,0.0,0.9,58.0
2017-04-03,2:00,6.0,0.0,1.6,57.0
2017-04-03,3:00,5.5,0.0,0.6,56.0
2017-04-03,4:00,5.0,0.0,0.3,59.0
2017-04-03,5:00,4.9,0.0,1.5,67.0
2017-04-03,6:00,4.4,0.0,0.6,71.0
2017-04-03,7:00,4.5,0.0,0.1,73.0
2017-04-03,8:00,6.4,0.0,0.6,62.0
2017-04-03,9:00,9.2,0.0,1.9,55.0
2017-04-03,10:00,11.7,0.0,2.0,47.0
2017-04-03,11:00,13.8,0.0,2.8,42.0
2017-04-03,12:00,15.7,0.0,3.3,37.0
2017-04-03,13:00,17.5,0.0,3.5,30.0
2017-04-03,14:00,18.5,0.0,4.1,24.0
2017-04-03,15:00,19.0,0.0,3.2,22.0
2017-04-03,16:00,18.2,0.0,4.6,28.0
2017-04-03,17:00,18.0,0.0,2.8,29.0
2017-04-03,18:00,16.2,0.0,3.5,31.0
2017-04-03,19:00,14.0,0.0,2.9,35.0
2017-04-03,20:00,12.8,0.0,2.8,34.0
2017-04-03,21:00,11.7,0.0,1.6,41.0
2017-04-03,22:00,10.9,0.0,1.6,45.0
2017-04-03,23:00,10.0,0.0,0.5,50.0
2017-04-04,0:00,9.5,0.0,0.5,52.0
2017-04-04,1:00,8.9,0.0,0.9,52.0
2017-04-04,2:00,8.5,0.0,1.1,54.0
2017-04-04,3:00,8.0,0.0,1.5,53.0
2017-04-04,4:00,7.4,0.0,1.8,57.0
2017-04-04,5:00,7.2,0.0,0.6,55.0
2017-04-04,6:00,7.0,0.0,1.0,57.0
2017-04-04,7:00,6.7,0.0,2.1,58.0
2017-04-04,8:00,8.8,0.0,1.8,44.0
2017-04-04,9:00,11.7,0.0,1.0,34.0
2017-04-04,10:00,15.1,0.0,1.6,27.0
2017-04-04,11:00,16.9,0.0,1.2,29.0
2017-04-04,12:00,19.0,0.0,1.9,28.0
2017-04-04,13:00,20.4,0.0,2.0,25.0
2017-04-04,14:00,21.3,0.0,3.8,21.0
2017-04-04,15:00,21.4,0.0,3.8,21.0
2017-04-04,16:00,20.8,0.0,3.2,22.0
2017-04-04,17:00,19.5,0.0,3.7,23.0
2017-04-04,18:00,17.7,0.0,4.1,25.0
2017-04-04,19:00,15.6,0.0,3.2,30.0
2017-04-04,20:00,14.7,0.0,1.6,31.0
2017-04-04,21:00,14.3,0.0,1.7,35.0
2017-04-04,22:00,14.0,0.0,1.6,33.0
2017-04-04,23:00,13.6,0.0,1.5,29.0
2017-04-05,0:00,13.3,0.0,0.8,29.0
2017-04-05,1:00,13.2,0.0,2.4,29.0
2017-04-05,2:00,12.8,0.0,2.0,38.0
2017-04-05,3:00,12.3,0.0,1.5,36.0
2017-04-05,4:00,11.9,0.0,0.6,41.0
2017-04-05,5:00,11.5,0.0,0.5,43.0
2017-04-05,6:00,11.4,0.0,0.8,35.0
2017-04-05,7:00,11.6,0.0,2.0,37.0
2017-04-05,8:00,11.9,0.0,0.8,45.0
2017-04-05,9:00,11.9,0.2,2.4,54.0
2017-04-05,10:00,12.5,0.0,3.6,42.0
2017-04-05,11:00,13.1,0.0,3.1,48.0
2017-04-05,12:00,14.0,0.1,2.8,42.0
2017-04-05,13:00,14.1,0.1,3.2,50.0
2017-04-05,14:00,13.4,0.1,3.7,62.0
2017-04-05,15:00,12.4,2.0,3.8,75.0
2017-04-05,16:00,11.2,4.5,4.2,90.0
2017-04-05,17:00,10.8,4.5,4.4,91.0
2017-04-05,18:00,10.8,2.5,3.9,92.0
2017-04-05,19:00,10.8,4.0,3.0,94.0
2017-04-05,20:00,10.8,2.0,4.2,94.0
2017-04-05,21:00,11.0,2.5,2.9,95.0
2017-04-05,22:00,11.4,3.0,1.8,98.0
2017-04-05,23:00,11.7,6.0,0.9,98.0
2017-04-06,0:00,12.4,6.0,2.4,99.0
2017-04-06,1:00,12.1,2.0,3.3,98.0
2017-04-06,2:00,11.7,0.0,3.9,98.0
2017-04-06,3:00,11.0,0.5,3.4,98.0
2017-04-06,4:00,10.8,0.0,3.3,98.0
2017-04-06,5:00,10.7,0.0,2.5,99.0
2017-04-06,6:00,10.5,0.0,2.9,99.0
2017-04-06,7:00,10.0,0.5,3.5,99.0
2017-04-06,8:00,9.7,0.0,3.0,99.0
2017-04-06,9:00,9.5,0.0,2.7,99.0
2017-04-06,10:00,9.6,0.0,3.3,99.0
2017-04-06,11:00,10.2,0.0,2.8,91.0
2017-04-06,12:00,10.3,0.0,1.4,89.0
2017-04-06,13:00,11.2,0.0,2.7,80.0
2017-04-06,14:00,12.0,0.0,1.9,76.0
2017-04-06,15:00,11.6,0.0,3.2,80.0
2017-04-06,16:00,11.4,0.0,2.3,79.0
2017-04-06,17:00,10.6,0.0,3.3,83.0
2017-04-06,18:00,10.6,0.0,0.8,84.0
2017-04-06,19:00,10.4,0.0,1.7,84.0
2017-04-06,20:00,10.2,0.0,0.5,84.0
2017-04-06,21:00,10.1,0.0,1.7,86.0
2017-04-06,22:00,10.0,0.0,2.1,86.0
2017-04-06,23:00,9.9,0.0,1.4,86.0
2017-04-07,0:00,9.9,0.0,1.3,85.0
2017-04-07,1:00,9.7,0.0,2.6,86.0
2017-04-07,2:00,9.4,0.0,0.9,87.0
2017-04-07,3:00,9.2,0.0,1.8,88.0
2017-04-07,4:00,9.0,0.0,1.9,90.0
2017-04-07,5:00,9.0,0.0,2.1,90.0
2017-04-07,6:00,9.0,0.0,2.6,90.0
2017-04-07,7:00,9.2,0.0,0.8,90.0
2017-04-07,8:00,9.8,0.0,0.3,83.0
2017-04-07,9:00,11.5,0.0,2.7,75.0
2017-04-07,10:00,14.5,0.0,2.2,61.0
2017-04-07,11:00,16.2,0.0,2.9,57.0
2017-04-07,12:00,17.7,0.0,2.4,50.0
2017-04-07,13:00,19.1,0.0,1.7,44.0
2017-04-07,14:00,21.3,0.0,1.3,36.0
2017-04-07,15:00,22.8,0.0,1.1,37.0
2017-04-07,16:00,23.0,0.0,2.5,40.0
2017-04-07,17:00,20.9,0.0,4.2,51.0
2017-04-07,18:00,19.4,0.0,3.1,55.0
2017-04-07,19:00,16.9,0.0,3.5,64.0
2017-04-07,20:00,15.2,0.0,1.3,68.0
2017-04-07,21:00,14.3,0.0,1.7,72.0
2017-04-07,22:00,13.3,0.0,1.4,76.0
2017-04-07,23:00,12.8,0.0,1.8,79.0
2017-04-08,0:00,12.3,0.0,1.2,78.0
2017-04-08,1:00,11.9,0.0,1.8,78.0
2017-04-08,2:00,11.3,0.0,2.0,78.0
2017-04-08,3:00,10.6,0.0,1.8,80.0
2017-04-08,4:00,9.9,0.0,1.1,82.0
2017-04-08,5:00,9.4,0.0,2.5,85.0
2017-04-08,6:00,9.1,0.0,1.8,87.0
2017-04-08,7:00,8.6,0.0,2.0,89.0
2017-04-08,8:00,9.1,0.0,1.3,88.0
2017-04-08,9:00,10.2,0.0,2.6,84.0
2017-04-08,10:00,12.0,0.0,2.1,76.0
2017-04-08,11:00,14.7,0.0,2.3,65.0
2017-04-08,12:00,15.8,0.0,2.5,61.0
2017-04-08,13:00,17.8,0.0,2.7,56.0
2017-04-08,14:00,18.6,0.0,2.8,54.0
2017-04-08,15:00,19.4,0.0,3.4,50.0
2017-04-08,16:00,19.5,0.0,2.6,54.0
2017-04-08,17:00,16.9,0.0,2.4,64.0
2017-04-08,18:00,15.2,0.0,3.7,70.0
2017-04-08,19:00,13.5,0.0,3.3,76.0
2017-04-08,20:00,13.0,0.0,2.7,76.0
2017-04-08,21:00,12.5,0.0,4.0,76.0
2017-04-08,22:00,12.1,0.0,3.5,76.0
2017-04-08,23:00,11.4,0.2,2.8,84.0
2017-04-09,0:00,11.3,0.3,4.3,88.0
2017-04-09,1:00,11.4,0.1,0.9,89.0
2017-04-09,2:00,11.6,0.4,0.0,90.0
2017-04-09,3:00,11.7,0.0,0.6,91.0
2017-04-09,4:00,11.9,0.0,2.1,90.0
2017-04-09,5:00,11.1,0.0,2.0,92.0
2017-04-09,6:00,10.7,0.0,1.3,93.0
2017-04-09,7:00,10.7,0.0,1.2,92.0
2017-04-09,8:00,11.3,0.0,1.4,90.0
2017-04-09,9:00,12.8,0.0,1.8,81.0
2017-04-09,10:00,14.7,0.0,3.6,76.0
2017-04-09,11:00,17.1,0.0,5.6,52.0
2017-04-09,12:00,18.3,0.0,4.4,46.0
2017-04-09,13:00,19.5,0.0,4.2,38.0
2017-04-09,14:00,20.0,0.0,4.0,39.0
2017-04-09,15:00,20.5,0.0,4.2,36.0
2017-04-09,16:00,19.6,0.0,4.0,37.0
2017-04-09,17:00,18.2,0.0,3.8,39.0
2017-04-09,18:00,17.3,0.0,2.6,40.0
2017-04-09,19:00,15.9,0.0,3.5,43.0
2017-04-09,20:00,14.8,0.0,3.7,44.0
2017-04-09,21:00,14.2,0.0,3.2,44.0
2017-04-09,22:00,13.9,0.0,3.3,43.0
2017-04-09,23:00,13.5,0.0,3.8,46.0
2017-04-10,0:00,13.1,0.0,2.5,46.0
2017-04-10,1:00,12.7,0.0,2.5,45.0
2017-04-10,2:00,12.2,0.0,2.9,41.0
2017-04-10,3:00,11.7,0.0,2.4,40.0
2017-04-10,4:00,11.2,0.0,2.7,38.0
2017-04-10,5:00,10.9,0.0,3.6,39.0
2017-04-10,6:00,10.4,0.0,2.5,44.0
2017-04-10,7:00,10.3,0.0,4.3,43.0
2017-04-10,8:00,12.1,0.0,4.1,35.0
2017-04-10,9:00,14.0,0.0,3.6,29.0
2017-04-10,10:00,16.3,0.0,3.5,20.0
2017-04-10,11:00,18.0,0.0,3.1,16.0
2017-04-10,12:00,19.5,0.0,3.7,12.0
2017-04-10,13:00,20.4,0.0,3.6,12.0
2017-04-10,14:00,21.2,0.0,3.7,12.0
2017-04-10,15:00,22.3,0.0,3.6,11.0
2017-04-10,16:00,23.0,0.0,2.2,11.0
2017-04-10,17:00,22.0,0.0,3.3,11.0
2017-04-10,18:00,21.7,0.0,2.2,12.0
2017-04-10,19:00,19.9,0.0,1.5,13.0
2017-04-10,20:00,18.8,0.0,0.6,14.0
2017-04-10,21:00,17.2,0.0,2.1,23.0
2017-04-10,22:00,16.6,0.0,0.4,26.0
2017-04-10,23:00,15.5,0.0,0.9,30.0
2017-04-11,0:00,15.1,0.0,1.3,35.0
2017-04-11,1:00,14.6,0.0,1.4,37.0
2017-04-11,2:00,14.3,0.0,1.4,38.0
2017-04-11,3:00,14.0,0.0,1.6,43.0
2017-04-11,4:00,13.5,0.0,1.0,46.0
2017-04-11,5:00,13.2,0.0,1.1,48.0
2017-04-11,6:00,13.0,0.0,0.8,46.0
2017-04-11,7:00,12.6,0.0,5.3,53.0
2017-04-11,8:00,12.0,0.0,3.6,55.0
2017-04-11,9:00,12.6,0.0,2.5,50.0
2017-04-11,10:00,14.5,0.0,2.7,41.0
2017-04-11,11:00,16.0,0.0,2.3,39.0
2017-04-11,12:00,18.7,0.0,3.2,35.0
2017-04-11,13:00,18.9,0.0,5.0,34.0
2017-04-11,14:00,19.7,0.0,4.5,31.0
2017-04-11,15:00,19.7,0.0,5.4,38.0
2017-04-11,16:00,19.9,0.0,4.5,34.0
2017-04-11,17:00,19.4,0.0,4.5,37.0
2017-04-11,18:00,18.7,0.0,4.7,37.0
2017-04-11,19:00,17.4,0.0,3.5,30.0
2017-04-11,20:00,16.0,0.0,6.0,21.0
2017-04-11,21:00,14.4,0.0,5.1,22.0
2017-04-11,22:00,13.2,0.0,4.6,22.0
2017-04-11,23:00,12.2,0.0,2.5,23.0
2017-04-12,0:00,11.5,0.0,3.2,23.0
2017-04-12,1:00,10.8,0.0,1.4,22.0
2017-04-12,2:00,10.3,0.0,2.4,20.0
2017-04-12,3:00,10.2,0.0,4.2,14.0
2017-04-12,4:00,10.9,0.0,3.8,10.0
2017-04-12,5:00,10.4,0.0,3.6,12.0
2017-04-12,6:00,9.3,0.0,1.9,14.0
2017-04-12,7:00,9.0,0.0,2.5,17.0
2017-04-12,8:00,9.8,0.0,2.2,17.0
2017-04-12,9:00,11.1,0.0,3.9,18.0
2017-04-12,10:00,12.3,0.0,4.5,13.0
2017-04-12,11:00,13.1,0.0,4.6,14.0
2017-04-12,12:00,14.3,0.0,4.5,14.0
2017-04-12,13:00,14.6,0.0,6.7,14.0
2017-04-12,14:00,15.9,0.0,4.3,15.0
2017-04-12,15:00,15.8,0.0,5.3,17.0
2017-04-12,16:00,15.2,0.0,5.8,14.0
2017-04-12,17:00,14.0,0.0,3.7,14.0
2017-04-12,18:00,12.4,0.0,4.5,15.0
2017-04-12,19:00,11.3,0.0,3.6,16.0
2017-04-12,20:00,10.5,0.0,2.6,17.0
2017-04-12,21:00,10.1,0.0,3.1,20.0
2017-04-12,22:00,9.5,0.0,2.9,37.0
2017-04-12,23:00,9.0,0.0,2.6,52.0
2017-04-13,0:00,8.8,0.0,3.6,62.0
2017-04-13,1:00,8.4,0.0,2.0,68.0
2017-04-13,2:00,7.9,0.0,1.7,73.0
2017-04-13,3:00,7.5,0.0,0.4,79.0
2017-04-13,4:00,6.8,0.0,1.1,81.0
2017-04-13,5:00,6.6,0.0,0.4,83.0
2017-04-13,6:00,6.4,0.0,0.7,83.0
2017-04-13,7:00,6.3,0.0,1.9,76.0
2017-04-13,8:00,8.7,0.0,1.7,63.0
2017-04-13,9:00,11.2,0.0,1.5,58.0
2017-04-13,10:00,13.3,0.0,1.6,40.0
2017-04-13,11:00,15.5,0.0,2.2,25.0
2017-04-13,12:00,16.3,0.0,1.8,22.0
2017-04-13,13:00,16.5,0.0,3.8,20.0
2017-04-13,14:00,18.0,0.0,3.3,20.0
2017-04-13,15:00,19.0,0.0,3.0,22.0
2017-04-13,16:00,19.1,0.0,4.3,31.0
2017-04-13,17:00,17.4,0.0,4.8,44.0
2017-04-13,18:00,15.9,0.0,4.9,53.0
2017-04-13,19:00,14.0,0.0,4.9,65.0
2017-04-13,20:00,13.6,0.0,2.9,67.0
2017-04-13,21:00,13.3,0.0,3.6,66.0
2017-04-13,22:00,12.7,0.0,2.1,60.0
2017-04-13,23:00,12.4,0.0,2.6,55.0
2017-04-14,0:00,12.2,0.0,3.0,49.0
2017-04-14,1:00,12.4,0.0,3.5,42.0
2017-04-14,2:00,12.1,0.0,3.0,40.0
2017-04-14,3:00,11.7,0.0,2.2,38.0
2017-04-14,4:00,11.1,0.0,0.9,38.0
2017-04-14,5:00,10.5,0.0,1.1,42.0
2017-04-14,6:00,10.1,0.0,1.1,42.0
2017-04-14,7:00,10.5,0.0,0.6,35.0
2017-04-14,8:00,13.4,0.0,3.2,29.0
2017-04-14,9:00,15.1,0.0,7.3,37.0
2017-04-14,10:00,16.9,0.0,5.5,35.0
2017-04-14,11:00,17.3,0.0,7.7,37.0
2017-04-14,12:00,16.8,0.0,7.5,43.0
2017-04-14,13:00,13.2,1.5,4.7,81.0
2017-04-14,14:00,12.3,4.0,2.5,89.0
2017-04-14,15:00,13.0,0.0,3.7,74.0
2017-04-14,16:00,12.9,0.5,3.3,82.0
2017-04-14,17:00,13.3,0.0,4.3,73.0
2017-04-14,18:00,13.3,0.0,2.0,71.0
2017-04-14,19:00,12.9,0.0,4.0,70.0
2017-04-14,20:00,12.5,0.0,4.0,73.0
2017-04-14,21:00,12.2,0.0,2.5,76.0
2017-04-14,22:00,11.8,0.0,2.6,78.0
2017-04-14,23:00,11.7,0.0,3.5,80.0
2017-04-15,0:00,11.5,0.0,2.4,82.0
2017-04-15,1:00,11.4,0.0,1.6,83.0
2017-04-15,2:00,11.3,0.0,1.3,82.0
2017-04-15,3:00,11.0,0.0,0.9,84.0
2017-04-15,4:00,11.0,0.0,1.6,84.0
2017-04-15,5:00,11.1,0.0,1.5,83.0
2017-04-15,6:00,11.4,0.0,1.6,82.0
2017-04-15,7:00,11.4,0.0,2.1,82.0
2017-04-15,8:00,12.4,0.0,1.6,77.0
2017-04-15,9:00,14.7,0.0,1.8,66.0
2017-04-15,10:00,16.8,0.0,1.3,61.0
2017-04-15,11:00,18.6,0.0,1.4,57.0
2017-04-15,12:00,20.1,0.0,1.4,48.0
2017-04-15,13:00,21.9,0.0,2.3,45.0
2017-04-15,14:00,23.3,0.0,2.7,37.0
2017-04-15,15:00,24.2,0.0,3.4,33.0
2017-04-15,16:00,22.4,0.0,4.5,39.0
2017-04-15,17:00,22.1,0.0,3.0,41.0
2017-04-15,18:00,20.7,0.0,3.8,42.0
2017-04-15,19:00,19.2,0.0,2.6,48.0
2017-04-15,20:00,18.0,0.0,2.7,51.0
2017-04-15,21:00,17.2,0.0,2.6,55.0
2017-04-15,22:00,16.3,0.0,1.8,60.0
2017-04-15,23:00,15.6,0.0,2.3,62.0
2017-04-16,0:00,15.0,0.0,1.5,65.0
2017-04-16,1:00,14.3,0.0,0.4,70.0
2017-04-16,2:00,13.5,0.0,0.2,72.0
2017-04-16,3:00,13.4,0.0,0.0,74.0
2017-04-16,4:00,13.2,0.0,0.1,76.0
2017-04-16,5:00,13.0,0.0,1.2,80.0
2017-04-16,6:00,13.2,0.0,0.6,85.0
2017-04-16,7:00,12.9,0.0,2.1,86.0
2017-04-16,8:00,14.7,0.0,2.0,68.0
2017-04-16,9:00,17.2,0.0,0.8,56.0
2017-04-16,10:00,19.9,0.0,1.1,51.0
2017-04-16,11:00,21.4,0.0,0.0,44.0
2017-04-16,12:00,22.6,0.0,0.0,41.0
2017-04-16,13:00,23.4,0.0,2.6,43.0
2017-04-16,14:00,23.9,0.0,3.4,40.0
2017-04-16,15:00,23.4,0.0,3.6,39.0
2017-04-16,16:00,23.5,0.0,2.8,38.0
2017-04-16,17:00,23.2,0.0,1.3,35.0
2017-04-16,18:00,22.3,0.0,1.1,36.0
2017-04-16,19:00,21.5,0.0,1.0,33.0
2017-04-16,20:00,20.4,0.0,0.1,39.0
2017-04-16,21:00,19.9,0.0,0.8,42.0
2017-04-16,22:00,19.2,0.0,1.9,46.0
2017-04-16,23:00,18.5,0.0,0.9,46.0
2017-04-17,0:00,17.9,0.0,1.3,50.0
2017-04-17,1:00,17.4,0.0,0.5,50.0
2017-04-17,2:00,17.1,0.0,1.4,50.0
2017-04-17,3:00,16.4,0.0,2.8,61.0
2017-04-17,4:00,16.2,0.0,1.0,63.0
2017-04-17,5:00,16.0,0.0,1.3,56.0
2017-04-17,6:00,16.2,0.0,1.7,51.0
2017-04-17,7:00,16.6,0.0,3.1,46.0
2017-04-17,8:00,17.1,0.0,1.6,50.0
2017-04-17,9:00,17.3,0.0,1.0,41.0
2017-04-17,10:00,17.8,0.0,0.9,39.0
2017-04-17,11:00,17.9,0.1,2.0,51.0
2017-04-17,12:00,16.1,0.9,4.4,66.0
2017-04-17,13:00,13.8,0.5,4.8,74.0
2017-04-17,14:00,13.2,2.0,5.0,86.0
2017-04-17,15:00,13.2,1.5,3.3,87.0
2017-04-17,16:00,14.6,0.5,2.7,84.0
2017-04-17,17:00,15.1,0.0,2.0,76.0
2017-04-17,18:00,14.6,0.0,3.0,76.0
2017-04-17,19:00,14.2,0.0,2.5,76.0
2017-04-17,20:00,13.5,0.0,3.6,71.0
2017-04-17,21:00,12.8,0.0,1.3,72.0
2017-04-17,22:00,12.1,0.0,1.0,76.0
2017-04-17,23:00,11.5,0.0,1.0,74.0
2017-04-18,0:00,11.2,0.0,1.2,78.0
2017-04-18,1:00,10.9,0.0,0.8,79.0
2017-04-18,2:00,10.6,0.0,1.9,82.0
2017-04-18,3:00,10.4,0.0,0.2,83.0
2017-04-18,4:00,9.9,0.0,0.5,85.0
2017-04-18,5:00,9.8,0.0,0.1,84.0
2017-04-18,6:00,10.1,0.0,0.8,84.0
2017-04-18,7:00,10.7,0.0,1.3,82.0
2017-04-18,8:00,11.8,0.0,2.0,80.0
2017-04-18,9:00,13.5,0.0,3.5,71.0
2017-04-18,10:00,14.5,0.0,2.1,67.0
2017-04-18,11:00,17.2,0.0,3.4,56.0
2017-04-18,12:00,16.6,0.0,3.7,60.0
2017-04-18,13:00,14.4,3.0,3.5,79.0
2017-04-18,14:00,12.7,1.0,4.8,88.0
2017-04-18,15:00,11.6,2.5,4.3,92.0
2017-04-18,16:00,11.5,1.0,3.0,91.0
2017-04-18,17:00,11.2,0.0,3.3,90.0
2017-04-18,18:00,11.4,0.0,2.2,87.0
2017-04-18,19:00,11.4,0.0,2.5,85.0
2017-04-18,20:00,10.8,0.0,3.3,77.0
2017-04-18,21:00,10.4,0.0,3.0,70.0
2017-04-18,22:00,9.9,0.0,3.3,69.0
2017-04-18,23:00,9.6,0.0,3.2,66.0
2017-04-19,0:00,9.4,0.0,2.5,65.0
2017-04-19,1:00,8.8,0.0,2.3,68.0
2017-04-19,2:00,8.6,0.0,2.0,68.0
2017-04-19,3:00,8.0,0.0,0.5,66.0
2017-04-19,4:00,7.5,0.0,0.9,68.0
2017-04-19,5:00,7.1,0.0,1.0,68.0
2017-04-19,6:00,7.0,0.0,1.1,75.0
2017-04-19,7:00,7.7,0.0,1.5,66.0
2017-04-19,8:00,9.8,0.0,3.3,58.0
2017-04-19,9:00,12.2,0.0,3.5,41.0
2017-04-19,10:00,13.7,0.0,3.8,36.0
2017-04-19,11:00,15.3,0.0,3.5,27.0
2017-04-19,12:00,15.8,0.0,6.3,27.0
2017-04-19,13:00,17.2,0.0,3.5,28.0
2017-04-19,14:00,17.9,0.0,3.2,33.0
2017-04-19,15:00,18.2,0.0,2.7,30.0
2017-04-19,16:00,17.7,0.0,4.9,29.0
2017-04-19,17:00,17.4,0.0,4.1,30.0
2017-04-19,18:00,16.0,0.0,3.7,28.0
2017-04-19,19:00,14.2,0.0,3.6,33.0
2017-04-19,20:00,12.7,0.0,3.5,37.0
2017-04-19,21:00,12.1,0.0,1.8,38.0
2017-04-19,22:00,11.2,0.0,1.6,39.0
2017-04-19,23:00,11.1,0.0,1.4,39.0
2017-04-20,0:00,11.4,0.0,1.7,40.0
2017-04-20,1:00,11.4,0.0,2.1,40.0
2017-04-20,2:00,10.7,0.1,3.3,56.0
2017-04-20,3:00,10.7,0.0,2.2,45.0
2017-04-20,4:00,10.9,0.0,2.5,44.0
2017-04-20,5:00,10.4,0.0,1.7,50.0
2017-04-20,6:00,10.0,0.0,0.5,51.0
2017-04-20,7:00,10.1,0.0,1.6,54.0
2017-04-20,8:00,10.9,0.0,1.9,50.0
2017-04-20,9:00,12.1,0.0,1.5,47.0
2017-04-20,10:00,12.5,0.0,1.6,44.0
2017-04-20,11:00,13.3,0.0,2.1,42.0
2017-04-20,12:00,15.5,0.0,1.3,33.0
2017-04-20,13:00,17.2,0.0,2.1,32.0
2017-04-20,14:00,18.1,0.0,1.8,31.0
2017-04-20,15:00,17.7,0.0,2.3,32.0
2017-04-20,16:00,17.2,0.0,4.0,32.0
2017-04-20,17:00,16.7,0.0,3.9,36.0
2017-04-20,18:00,15.3,0.0,3.3,40.0
2017-04-20,19:00,14.0,0.0,4.3,44.0
2017-04-20,20:00,12.9,0.0,3.4,48.0
2017-04-20,21:00,11.8,0.0,2.5,53.0
2017-04-20,22:00,11.1,0.0,2.9,55.0
2017-04-20,23:00,10.5,0.0,3.4,59.0
2017-04-21,0:00,9.9,0.0,1.6,62.0
2017-04-21,1:00,9.2,0.0,0.4,62.0
2017-04-21,2:00,8.9,0.0,1.4,62.0
2017-04-21,3:00,8.7,0.0,1.0,66.0
2017-04-21,4:00,8.2,0.0,0.4,71.0
2017-04-21,5:00,7.9,0.0,0.3,75.0
2017-04-21,6:00,7.6,0.0,0.2,76.0
2017-04-21,7:00,8.1,0.0,0.4,70.0
2017-04-21,8:00,10.1,0.0,0.4,60.0
2017-04-21,9:00,12.7,0.0,0.9,52.0
2017-04-21,10:00,15.0,0.0,1.4,50.0
2017-04-21,11:00,16.6,0.0,1.9,44.0
2017-04-21,12:00,18.2,0.0,2.7,39.0
2017-04-21,13:00,18.5,0.0,3.5,33.0
2017-04-21,14:00,18.8,0.0,3.8,41.0
2017-04-21,15:00,18.5,0.0,4.2,38.0
2017-04-21,16:00,17.5,0.0,3.7,46.0
2017-04-21,17:00,16.8,0.0,3.6,49.0
2017-04-21,18:00,15.9,0.0,3.5,47.0
2017-04-21,19:00,14.5,0.0,2.9,54.0
2017-04-21,20:00,13.1,0.0,2.7,60.0
2017-04-21,21:00,12.3,0.0,2.3,63.0
2017-04-21,22:00,11.7,0.0,1.9,67.0
2017-04-21,23:00,11.0,0.0,0.9,72.0
2017-04-22,0:00,10.6,0.0,0.2,71.0
2017-04-22,1:00,10.3,0.0,0.3,76.0
2017-04-22,2:00,9.7,0.0,0.2,76.0
2017-04-22,3:00,9.4,0.0,1.4,82.0
2017-04-22,4:00,9.1,0.0,1.2,83.0
2017-04-22,5:00,8.7,0.0,0.7,85.0
2017-04-22,6:00,8.6,0.0,1.0,85.0
2017-04-22,7:00,8.9,0.0,0.9,77.0
2017-04-22,8:00,11.2,0.0,0.8,67.0
2017-04-22,9:00,13.8,0.0,0.3,54.0
2017-04-22,10:00,15.6,0.0,2.7,49.0
2017-04-22,11:00,17.6,0.0,1.7,42.0
2017-04-22,12:00,19.8,0.0,1.8,29.0
