날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%)
2019-05-15,6:00,14.8,0.0,0.9,61.0
2019-05-15,7:00,15.7,0.0,1.1,57.0
2019-05-15,8:00,17.5,0.0,1.1,54.0
2019-05-15,9:00,19.3,0.0,0.7,47.0
2019-05-15,10:00,21.3,0.0,0.9,41.0
2019-05-15,11:00,22.3,0.0,1.5,45.0
2019-05-15,12:00,24.4,0.0,2.0,35.0
2019-05-15,13:00,25.8,0.0,1.7,30.0
2019-05-15,14:00,27.2,0.0,2.4,26.0
2019-05-15,15:00,27.5,0.0,2.8,28.0
2019-05-15,16:00,27.7,0.0,2.8,26.0
2019-05-15,17:00,26.6,0.0,3.4,34.0
2019-05-15,18:00,25.3,0.0,3.0,39.0
2019-05-15,19:00,23.2,0.0,2.8,50.0
2019-05-15,20:00,21.1,0.0,1.5,54.0
2019-05-15,21:00,20.1,0.0,2.6,48.0
2019-05-15,22:00,19.4,0.0,1.4,49.0
2019-05-15,23:00,18.8,0.0,1.3,55.0
2019-05-16,0:00,18.3,0.0,0.7,59.0
2019-05-16,1:00,18.1,0.0,0.4,59.0
2019-05-16,2:00,18.0,0.0,0.5,57.0
2019-05-16,3:00,17.9,0.0,0.3,60.0
2019-05-16,4:00,17.5,0.0,0.7,64.0
2019-05-16,5:00,17.1,0.0,0.5,67.0
2019-05-16,6:00,16.7,0.0,0.6,68.0
2019-05-16,7:00,17.6,0.0,0.8,60.0
2019-05-16,8:00,20.2,0.0,0.9,53.0
2019-05-16,9:00,22.5,0.0,1.0,47.0
2019-05-16,10:00,24.8,0.0,1.0,41.0
2019-05-16,11:00,26.5,0.0,1.6,34.0
2019-05-16,12:00,28.3,0.0,2.2,32.0
2019-05-16,13:00,29.6,0.0,2.1,30.0
2019-05-16,14:00,29.6,0.0,3.7,29.0
2019-05-16,15:00,29.9,0.0,3.2,26.0
2019-05-16,16:00,29.2,0.0,3.1,30.0
2019-05-16,17:00,28.9,0.0,2.9,30.0
2019-05-16,18:00,28.1,0.0,2.8,27.0
2019-05-16,19:00,26.6,0.0,2.5,28.0
2019-05-16,20:00,24.8,0.0,1.5,33.0
2019-05-16,21:00,23.5,0.0,2.0,42.0
2019-05-16,22:00,22.5,0.0,0.6,46.0
2019-05-16,23:00,21.5,0.0,1.5,48.0
2019-05-17,0:00,20.8,0.0,0.8,48.0
2019-05-17,1:00,20.5,0.0,1.9,54.0
2019-05-17,2:00,19.7,0.0,0.6,51.0
2019-05-17,3:00,19.2,0.0,1.1,59.0
2019-05-17,4:00,18.6,0.0,0.3,62.0
2019-05-17,5:00,18.0,0.0,0.6,63.0
2019-05-17,6:00,17.7,0.0,0.3,59.0
2019-05-17,7:00,18.6,0.0,0.9,51.0
2019-05-17,8:00,21.2,0.0,1.1,45.0
2019-05-17,9:00,23.4,0.0,1.1,38.0
2019-05-17,10:00,25.2,0.0,1.7,37.0
2019-05-17,11:00,26.3,0.0,1.9,35.0
2019-05-17,12:00,27.1,0.0,1.3,33.0
2019-05-17,13:00,27.4,0.0,1.1,33.0
2019-05-17,14:00,27.8,0.0,2.5,33.0
2019-05-17,15:00,28.0,0.0,1.0,33.0
2019-05-17,16:00,28.2,0.0,0.7,31.0
2019-05-17,17:00,27.7,0.0,2.1,32.0
2019-05-17,18:00,27.0,0.0,2.1,35.0
2019-05-17,19:00,25.5,0.0,1.4,49.0
2019-05-17,20:00,24.5,0.0,2.0,52.0
2019-05-17,21:00,23.8,0.0,1.1,54.0
2019-05-17,22:00,23.3,0.0,0.7,56.0
2019-05-17,23:00,23.0,0.0,0.6,51.0
2019-05-18,0:00,22.7,0.0,0.8,48.0
2019-05-18,1:00,22.7,0.0,0.8,48.0
2019-05-18,2:00,22.5,0.0,1.6,44.0
2019-05-18,3:00,22.1,0.0,2.2,43.0
2019-05-18,4:00,21.2,0.0,2.9,56.0
2019-05-18,5:00,19.6,0.0,0.9,60.0
2019-05-18,6:00,19.2,0.0,1.0,63.0
2019-05-18,7:00,19.3,0.0,0.9,59.0
2019-05-18,8:00,22.5,0.0,1.3,43.0
2019-05-18,9:00,23.1,0.0,2.0,39.0
2019-05-18,10:00,24.1,0.0,2.6,41.0
2019-05-18,11:00,23.9,0.0,3.7,44.0
2019-05-18,12:00,23.9,0.0,2.6,43.0
2019-05-18,13:00,23.6,0.0,3.9,44.0
2019-05-18,14:00,23.6,0.0,2.9,45.0
2019-05-18,15:00,25.1,0.0,2.4,42.0
2019-05-18,16:00,25.2,0.0,2.4,42.0
2019-05-18,17:00,25.2,0.0,2.8,43.0
2019-05-18,18:00,25.0,0.0,3.0,40.0
2019-05-18,19:00,23.9,0.0,2.6,43.0
2019-05-18,20:00,23.1,0.0,2.1,46.0
2019-05-18,21:00,22.7,0.0,1.8,49.0
2019-05-18,22:00,22.4,0.0,2.3,49.0
2019-05-18,23:00,22.0,0.0,1.7,55.0
2019-05-19,0:00,21.6,0.0,2.3,55.0
2019-05-19,1:00,21.3,0.0,1.1,58.0
2019-05-19,2:00,20.8,0.0,1.3,61.0
2019-05-19,3:00,18.9,2.5,0.9,91.0
2019-05-19,4:00,18.4,1.0,0.9,95.0
2019-05-19,5:00,18.4,0.3,0.9,93.0
2019-05-19,6:00,17.9,0.6,1.8,94.0
2019-05-19,7:00,18.2,0.0,1.5,86.0
2019-05-19,8:00,18.8,0.0,0.9,82.0
2019-05-19,9:00,18.6,0.7,1.0,89.0
2019-05-19,10:00,18.5,2.7,1.2,95.0
2019-05-19,11:00,18.5,2.4,1.3,96.0
2019-05-19,12:00,18.7,1.4,1.3,96.0
2019-05-19,13:00,19.7,0.8,1.2,95.0
2019-05-19,14:00,21.0,0.4,1.5,91.0
2019-05-19,15:00,20.5,2.4,0.7,95.0
2019-05-19,16:00,20.4,1.2,0.6,95.0
2019-05-19,17:00,20.5,0.8,1.1,95.0
2019-05-19,18:00,20.2,4.1,0.5,96.0
2019-05-19,19:00,20.0,0.5,0.8,96.0
2019-05-19,20:00,20.0,0.1,0.7,97.0
2019-05-19,21:00,20.0,0.1,0.8,96.0
2019-05-19,22:00,20.0,0.0,1.2,95.0
2019-05-19,23:00,20.0,0.0,1.3,92.0
2019-05-20,0:00,20.1,0.0,1.4,87.0
2019-05-20,1:00,20.2,0.0,2.7,84.0
2019-05-20,2:00,19.7,2.4,2.0,94.0
2019-05-20,3:00,18.2,5.1,3.0,96.0
2019-05-20,4:00,16.6,1.1,1.8,94.0
2019-05-20,5:00,16.1,0.1,2.8,90.0
2019-05-20,6:00,16.2,0.0,2.9,91.0
2019-05-20,7:00,15.8,0.0,2.4,84.0
2019-05-20,8:00,15.8,0.0,3.8,70.0
2019-05-20,9:00,15.8,0.0,3.9,59.0
2019-05-20,10:00,16.7,0.0,4.8,52.0
2019-05-20,11:00,17.4,0.0,3.4,46.0
2019-05-20,12:00,18.3,0.0,4.3,42.0
2019-05-20,13:00,18.2,0.0,5.2,37.0
2019-05-20,14:00,18.3,0.0,4.3,43.0
2019-05-20,15:00,18.0,0.0,4.0,47.0
2019-05-20,16:00,18.5,0.0,4.3,42.0
2019-05-20,17:00,18.4,0.0,4.0,41.0
2019-05-20,18:00,17.3,0.0,3.5,44.0
2019-05-20,19:00,15.7,0.0,4.1,50.0
2019-05-20,20:00,14.5,0.0,1.9,55.0
2019-05-20,21:00,14.0,0.0,2.1,61.0
2019-05-20,22:00,13.6,0.0,2.2,62.0
2019-05-20,23:00,13.4,0.0,2.0,59.0
2019-05-21,0:00,13.0,0.0,2.6,69.0
2019-05-21,1:00,12.5,0.0,3.1,72.0
2019-05-21,2:00,12.3,0.0,2.2,73.0
2019-05-21,3:00,12.2,0.0,2.5,70.0
2019-05-21,4:00,12.1,0.0,2.4,71.0
2019-05-21,5:00,11.8,0.0,1.4,74.0
2019-05-21,6:00,11.8,0.0,1.3,73.0
2019-05-21,7:00,12.7,0.0,2.4,63.0
2019-05-21,8:00,14.6,0.0,1.9,58.0
2019-05-21,9:00,16.4,0.0,3.5,55.0
2019-05-21,10:00,18.2,0.0,3.2,48.0
2019-05-21,11:00,20.2,0.0,3.4,37.0
2019-05-21,12:00,21.4,0.0,3.7,34.0
2019-05-21,13:00,22.4,0.0,4.0,30.0
2019-05-21,14:00,22.9,0.0,5.2,27.0
2019-05-21,15:00,23.2,0.0,5.8,27.0
2019-05-21,16:00,22.8,0.0,4.5,30.0
2019-05-21,17:00,22.7,0.0,3.4,29.0
2019-05-21,18:00,21.0,0.0,4.2,33.0
2019-05-21,19:00,19.7,0.0,2.2,42.0
2019-05-21,20:00,18.0,0.0,2.7,48.0
2019-05-21,21:00,17.1,0.0,1.2,52.0
2019-05-21,22:00,16.1,0.0,3.1,60.0
2019-05-21,23:00,15.2,0.0,2.3,69.0
2019-05-22,0:00,14.6,0.0,1.9,72.0
2019-05-22,1:00,14.3,0.0,1.7,73.0
2019-05-22,2:00,13.9,0.0,1.4,75.0
2019-05-22,3:00,13.6,0.0,1.6,73.0
2019-05-22,4:00,13.3,0.0,1.0,73.0
2019-05-22,5:00,12.7,0.0,0.8,73.0
2019-05-22,6:00,12.3,0.0,0.3,76.0
2019-05-22,7:00,13.4,0.0,0.4,61.0
2019-05-22,8:00,15.9,0.0,1.3,53.0
2019-05-22,9:00,18.1,0.0,2.2,45.0
2019-05-22,10:00,20.2,0.0,2.9,40.0
2019-05-22,11:00,22.3,0.0,2.7,32.0
2019-05-22,12:00,23.9,0.0,3.5,28.0
2019-05-22,13:00,25.3,0.0,4.1,21.0
2019-05-22,14:00,25.7,0.0,4.7,20.0
2019-05-22,15:00,26.3,0.0,3.7,21.0
2019-05-22,16:00,25.4,0.0,4.1,21.0
2019-05-22,17:00,25.1,0.0,3.6,26.0
2019-05-22,18:00,23.6,0.0,2.4,30.0
2019-05-22,19:00,22.2,0.0,3.2,35.0
2019-05-22,20:00,20.9,0.0,3.4,39.0
2019-05-22,21:00,20.2,0.0,2.0,42.0
2019-05-22,22:00,19.5,0.0,1.6,45.0
2019-05-22,23:00,19.0,0.0,1.1,46.0
2019-05-23,0:00,18.3,0.0,1.2,53.0
2019-05-23,1:00,17.5,0.0,1.4,57.0
2019-05-23,2:00,16.6,0.0,0.7,60.0
2019-05-23,3:00,16.0,0.0,0.8,60.0
2019-05-23,4:00,16.3,0.0,1.7,62.0
2019-05-23,5:00,15.4,0.0,0.7,72.0
2019-05-23,6:00,15.0,0.0,0.8,74.0
2019-05-23,7:00,16.0,0.0,1.2,64.0
2019-05-23,8:00,18.3,0.0,0.9,57.0
2019-05-23,9:00,20.1,0.0,2.0,54.0
2019-05-23,10:00,22.0,0.0,1.4,49.0
2019-05-23,11:00,23.8,0.0,2.6,44.0
2019-05-23,12:00,25.4,0.0,1.8,39.0
2019-05-23,13:00,26.4,0.0,2.7,37.0
2019-05-23,14:00,27.8,0.0,2.4,31.0
2019-05-23,15:00,28.8,0.0,2.8,25.0
2019-05-23,16:00,28.9,0.0,2.5,23.0
2019-05-23,17:00,28.8,0.0,2.7,20.0
2019-05-23,18:00,28.2,0.0,2.3,19.0
2019-05-23,19:00,26.7,0.0,2.4,21.0
2019-05-23,20:00,24.5,0.0,2.4,26.0
2019-05-23,21:00,23.2,0.0,1.6,32.0
2019-05-23,22:00,21.6,0.0,2.0,49.0
2019-05-23,23:00,20.6,0.0,2.0,55.0
2019-05-24,0:00,19.7,0.0,0.9,57.0
2019-05-24,1:00,18.8,0.0,0.9,56.0
2019-05-24,2:00,18.0,0.0,0.5,54.0
2019-05-24,3:00,17.2,0.0,0.4,56.0
2019-05-24,4:00,16.7,0.0,0.7,57.0
2019-05-24,5:00,16.4,0.0,0.5,57.0
2019-05-24,6:00,16.5,0.0,0.9,56.0
2019-05-24,7:00,17.9,0.0,1.1,50.0
2019-05-24,8:00,20.6,0.0,1.4,44.0
2019-05-24,9:00,23.0,0.0,1.6,41.0
2019-05-24,10:00,25.3,0.0,1.1,38.0
2019-05-24,11:00,26.9,0.0,1.4,36.0
2019-05-24,12:00,28.8,0.0,1.3,33.0
2019-05-24,13:00,30.3,0.0,2.1,32.0
2019-05-24,14:00,31.6,0.0,1.6,30.0
2019-05-24,15:00,32.6,0.0,2.4,29.0
2019-05-24,16:00,33.2,0.0,1.6,29.0
2019-05-24,17:00,32.5,0.0,3.4,33.0
2019-05-24,18:00,30.4,0.0,3.6,40.0
2019-05-24,19:00,27.7,0.0,2.8,49.0
2019-05-24,20:00,25.5,0.0,2.8,52.0
2019-05-24,21:00,23.8,0.0,3.1,54.0
2019-05-24,22:00,23.0,0.0,1.9,53.0
2019-05-24,23:00,22.2,0.0,1.8,57.0
2019-05-25,0:00,21.4,0.0,1.5,62.0
2019-05-25,1:00,20.8,0.0,1.6,63.0
2019-05-25,2:00,20.2,0.0,0.6,67.0
2019-05-25,3:00,19.6,0.0,0.7,70.0
2019-05-25,4:00,19.2,0.0,1.1,72.0
2019-05-25,5:00,18.7,0.0,0.3,75.0
2019-05-25,6:00,18.5,0.0,0.5,74.0
2019-05-25,7:00,19.4,0.0,1.1,64.0
2019-05-25,8:00,20.9,0.0,0.6,58.0
2019-05-25,9:00,22.7,0.0,1.2,51.0
2019-05-25,10:00,24.1,0.0,1.1,43.0
2019-05-25,11:00,25.1,0.0,2.4,34.0
2019-05-25,12:00,26.3,0.0,2.6,27.0
2019-05-25,13:00,27.0,0.0,2.5,24.0
2019-05-25,14:00,27.6,0.0,3.5,18.0
2019-05-25,15:00,27.5,0.0,3.1,22.0
2019-05-25,16:00,28.4,0.0,3.3,19.0
2019-05-25,17:00,27.8,0.0,2.6,26.0
2019-05-25,18:00,27.1,0.0,1.9,31.0
2019-05-25,19:00,26.7,0.0,2.3,32.0
2019-05-25,20:00,25.3,0.0,1.9,30.0
2019-05-25,21:00,24.2,0.0,0.7,37.0
2019-05-25,22:00,23.3,0.0,1.4,44.0
2019-05-25,23:00,22.3,0.0,1.1,52.0
2019-05-26,0:00,21.5,0.0,0.4,53.0
2019-05-26,1:00,21.1,0.0,0.7,55.0
2019-05-26,2:00,20.6,0.0,1.4,55.0
2019-05-26,3:00,20.3,0.0,0.8,58.0
2019-05-26,4:00,19.6,0.0,0.5,62.0
2019-05-26,5:00,19.1,0.0,0.7,59.0
2019-05-26,6:00,18.7,0.0,0.5,61.0
2019-05-26,7:00,19.9,0.0,1.4,54.0
2019-05-26,8:00,22.1,0.0,0.9,43.0
2019-05-26,9:00,24.7,0.0,1.3,39.0
2019-05-26,10:00,26.6,0.0,1.4,32.0
2019-05-26,11:00,28.1,0.0,1.4,27.0
2019-05-26,12:00,29.5,0.0,2.5,24.0
2019-05-26,13:00,30.2,0.0,2.1,22.0
2019-05-26,14:00,30.5,0.0,3.2,24.0
2019-05-26,15:00,30.2,0.0,2.4,27.0
2019-05-26,16:00,30.0,0.0,3.2,26.0
2019-05-26,17:00,29.5,0.0,2.9,22.0
2019-05-26,18:00,27.1,0.0,3.5,23.0
2019-05-26,19:00,25.4,0.0,3.8,29.0
2019-05-26,20:00,23.8,0.0,2.7,35.0
2019-05-26,21:00,23.2,0.0,1.4,37.0
2019-05-26,22:00,22.7,0.0,0.9,39.0
2019-05-26,23:00,22.5,0.0,1.7,40.0
2019-05-27,0:00,22.1,0.0,1.6,43.0
2019-05-27,1:00,22.1,0.0,1.3,43.0
2019-05-27,2:00,22.2,0.0,1.0,44.0
2019-05-27,3:00,21.9,0.0,2.8,55.0
2019-05-27,4:00,20.9,0.0,2.2,70.0
2019-05-27,5:00,20.4,0.0,2.6,69.0
2019-05-27,6:00,19.0,0.2,2.5,73.0
2019-05-27,7:00,17.8,1.4,2.0,91.0
2019-05-27,8:00,18.1,0.6,1.6,92.0
2019-05-27,9:00,18.1,1.4,1.9,94.0
2019-05-27,10:00,18.4,0.7,1.8,94.0
2019-05-27,11:00,18.9,0.6,1.1,95.0
2019-05-27,12:00,19.2,0.3,1.4,95.0
2019-05-27,13:00,19.6,0.3,1.7,95.0
2019-05-27,14:00,18.4,1.4,5.1,95.0
2019-05-27,15:00,17.6,0.1,3.5,96.0
2019-05-27,16:00,17.4,0.0,4.6,95.0
2019-05-27,17:00,16.8,0.0,3.2,94.0
2019-05-27,18:00,16.0,0.1,3.7,96.0
2019-05-27,19:00,16.0,0.0,3.2,93.0
2019-05-27,20:00,16.4,0.0,4.0,81.0
2019-05-27,21:00,16.4,0.0,2.8,76.0
2019-05-27,22:00,16.2,0.0,3.4,70.0
2019-05-27,23:00,15.3,0.0,3.5,62.0
2019-05-28,0:00,14.3,0.0,1.6,62.0
2019-05-28,1:00,13.8,0.0,2.7,61.0
2019-05-28,2:00,13.5,0.0,2.2,59.0
2019-05-28,3:00,12.7,0.0,0.8,63.0
2019-05-28,4:00,12.2,0.0,0.7,64.0
2019-05-28,5:00,12.0,0.0,1.3,65.0
2019-05-28,6:00,12.0,0.0,1.3,65.0
2019-05-28,7:00,13.2,0.0,1.2,59.0
2019-05-28,8:00,15.0,0.0,1.4,50.0
2019-05-28,9:00,16.7,0.0,2.5,48.0
2019-05-28,10:00,18.0,0.0,2.6,46.0
2019-05-28,11:00,20.0,0.0,2.4,41.0
2019-05-28,12:00,21.7,0.0,2.9,35.0
2019-05-28,13:00,22.9,0.0,3.4,27.0
2019-05-28,14:00,23.9,0.0,3.3,28.0
2019-05-28,15:00,24.0,0.0,3.4,26.0
2019-05-28,16:00,23.6,0.0,4.9,27.0
2019-05-28,17:00,23.7,0.0,4.0,25.0
2019-05-28,18:00,23.0,0.0,2.9,22.0
2019-05-28,19:00,21.7,0.0,2.9,23.0
2019-05-28,20:00,20.1,0.0,3.1,27.0
2019-05-28,21:00,18.5,0.0,3.4,44.0
2019-05-28,22:00,17.6,0.0,2.5,54.0
2019-05-28,23:00,16.9,0.0,2.5,61.0
2019-05-29,0:00,16.4,0.0,1.1,64.0
2019-05-29,1:00,15.8,0.0,2.2,70.0
2019-05-29,2:00,15.3,0.0,1.1,74.0
2019-05-29,3:00,14.7,0.0,0.2,77.0
2019-05-29,4:00,14.0,0.0,0.7,78.0
2019-05-29,5:00,13.4,0.0,0.9,75.0
2019-05-29,6:00,13.6,0.0,0.8,75.0
2019-05-29,7:00,15.0,0.0,1.4,66.0
2019-05-29,8:00,17.0,0.0,0.8,58.0
2019-05-29,9:00,19.6,0.0,0.8,51.0
2019-05-29,10:00,21.0,0.0,2.5,49.0
2019-05-29,11:00,22.7,0.0,2.7,39.0
2019-05-29,12:00,24.2,0.0,2.3,34.0
2019-05-29,13:00,25.7,0.0,3.0,27.0
2019-05-29,14:00,25.9,0.0,3.5,25.0
2019-05-29,15:00,26.4,0.0,3.0,21.0
2019-05-29,16:00,26.3,0.0,4.3,28.0
2019-05-29,17:00,25.9,0.0,3.4,27.0
2019-05-29,18:00,24.9,0.0,3.1,30.0
2019-05-29,19:00,23.2,0.0,2.9,34.0
2019-05-29,20:00,21.5,0.0,2.6,40.0
2019-05-29,21:00,20.5,0.0,1.0,46.0
2019-05-29,22:00,19.4,0.0,0.6,48.0
2019-05-29,23:00,18.6,0.0,1.3,51.0
2019-05-30,0:00,18.1,0.0,1.5,53.0
2019-05-30,1:00,17.2,0.0,0.7,58.0
2019-05-30,2:00,16.3,0.0,0.8,58.0
2019-05-30,3:00,16.0,0.0,0.5,58.0
2019-05-30,4:00,15.5,0.0,0.6,62.0
2019-05-30,5:00,14.9,0.0,1.5,63.0
2019-05-30,6:00,14.7,0.0,0.8,60.0
2019-05-30,7:00,16.2,0.0,1.3,53.0
2019-05-30,8:00,18.8,0.0,1.1,41.0
2019-05-30,9:00,20.8,0.0,1.2,33.0
2019-05-30,10:00,22.5,0.0,3.1,35.0
2019-05-30,11:00,23.9,0.0,3.9,32.0
2019-05-30,12:00,23.9,0.0,3.8,35.0
2019-05-30,13:00,24.1,0.0,3.7,34.0
2019-05-30,14:00,23.5,0.0,5.1,39.0
2019-05-30,15:00,23.9,0.0,3.4,36.0
2019-05-30,16:00,23.2,0.0,3.5,39.0
2019-05-30,17:00,22.1,0.0,3.3,44.0
2019-05-30,18:00,21.0,0.0,2.5,50.0
2019-05-30,19:00,20.6,0.0,2.3,51.0
2019-05-30,20:00,19.8,0.0,3.1,54.0
2019-05-30,21:00,19.0,0.0,2.8,56.0
2019-05-30,22:00,18.7,0.0,3.0,52.0
2019-05-30,23:00,18.5,0.0,3.9,49.0
2019-05-31,0:00,17.5,0.0,3.5,56.0
2019-05-31,1:00,17.3,0.0,2.3,56.0
2019-05-31,2:00,17.2,0.0,2.1,55.0
2019-05-31,3:00,16.9,0.0,1.9,56.0
2019-05-31,4:00,16.6,0.0,1.9,59.0
2019-05-31,5:00,16.4,0.0,2.1,56.0
2019-05-31,6:00,16.2,0.0,0.9,59.0
2019-05-31,7:00,16.6,0.0,0.8,58.0
2019-05-31,8:00,17.9,0.0,2.3,51.0
2019-05-31,9:00,19.9,0.0,2.1,42.0
2019-05-31,10:00,21.3,0.0,3.6,39.0
2019-05-31,11:00,21.7,0.0,3.5,39.0
2019-05-31,12:00,22.7,0.0,3.8,38.0
2019-05-31,13:00,22.2,0.0,4.0,42.0
2019-05-31,14:00,23.0,0.0,4.5,37.0
2019-05-31,15:00,22.7,0.0,4.9,39.0
2019-05-31,16:00,22.9,0.0,2.7,37.0
2019-05-31,17:00,22.8,0.0,3.3,39.0
2019-05-31,18:00,21.2,0.0,3.4,44.0
2019-05-31,19:00,20.1,0.0,3.3,47.0
2019-05-31,20:00,18.2,0.0,4.0,53.0
2019-05-31,21:00,17.3,0.0,2.4,56.0
2019-05-31,22:00,16.8,0.0,2.6,56.0
2019-05-31,23:00,16.5,0.0,2.2,58.0
2019-06-01,0:00,16.1,0.0,1.3,63.0
2019-06-01,1:00,15.5,0.0,1.5,69.0
2019-06-01,2:00,15.3,0.0,1.6,74.0
2019-06-01,3:00,15.0,0.0,1.5,80.0
2019-06-01,4:00,15.2,0.0,1.8,78.0
2019-06-01,5:00,15.5,0.0,1.9,77.0
2019-06-01,6:00,15.7,0.0,1.4,77.0
2019-06-01,7:00,16.2,0.0,1.8,72.0
2019-06-01,8:00,17.4,0.0,1.0,59.0
2019-06-01,9:00,18.6,0.0,1.3,58.0
2019-06-01,10:00,20.1,0.0,2.8,55.0
2019-06-01,11:00,21.1,0.0,2.6,52.0
2019-06-01,12:00,21.3,0.0,3.2,51.0
2019-06-01,13:00,21.5,0.0,1.8,51.0
2019-06-01,14:00,22.3,0.0,3.4,45.0
2019-06-01,15:00,22.9,0.0,3.6,44.0
2019-06-01,16:00,23.2,0.0,2.8,42.0
2019-06-01,17:00,23.1,0.0,3.1,45.0
2019-06-01,18:00,23.1,0.0,2.4,47.0
2019-06-01,19:00,20.9,0.0,3.3,51.0
2019-06-01,20:00,19.4,0.0,2.4,59.0
2019-06-01,21:00,18.2,0.0,1.5,61.0
2019-06-01,22:00,17.5,0.0,1.1,65.0
2019-06-01,23:00,16.8,0.0,0.5,66.0
2019-06-02,0:00,16.5,0.0,1.4,66.0
2019-06-02,1:00,16.0,0.0,0.8,67.0
2019-06-02,2:00,15.8,0.0,0.3,67.0
2019-06-02,3:00,15.5,0.0,0.6,70.0
2019-06-02,4:00,14.9,0.0,0.9,74.0
2019-06-02,5:00,14.4,0.0,0.5,73.0
2019-06-02,6:00,14.1,0.0,0.2,73.0
2019-06-02,7:00,15.3,0.0,0.9,65.0
2019-06-02,8:00,18.2,0.0,1.2,56.0
2019-06-02,9:00,20.8,0.0,1.0,46.0
2019-06-02,10:00,22.9,0.0,1.6,39.0
2019-06-02,11:00,24.4,0.0,2.0,32.0
2019-06-02,12:00,26.2,0.0,1.7,22.0
2019-06-02,13:00,27.1,0.0,2.5,27.0
2019-06-02,14:00,27.3,0.0,2.8,30.0
2019-06-02,15:00,27.5,0.0,3.1,27.0
2019-06-02,16:00,27.1,0.0,4.5,30.0
2019-06-02,17:00,26.2,0.0,3.3,24.0
2019-06-02,18:00,25.2,0.0,3.5,22.0
2019-06-02,19:00,23.8,0.0,2.6,26.0
2019-06-02,20:00,22.1,0.0,2.4,29.0
2019-06-02,21:00,21.0,0.0,1.0,31.0
2019-06-02,22:00,20.1,0.0,1.5,37.0
2019-06-02,23:00,19.3,0.0,1.3,42.0
2019-06-03,0:00,18.7,0.0,0.9,46.0
2019-06-03,1:00,18.1,0.0,1.0,47.0
2019-06-03,2:00,17.5,0.0,0.6,51.0
2019-06-03,3:00,17.0,0.0,0.7,52.0
2019-06-03,4:00,16.6,0.0,0.7,51.0
2019-06-03,5:00,16.4,0.0,0.4,52.0
2019-06-03,6:00,16.0,0.0,0.8,51.0
2019-06-03,7:00,17.2,0.0,0.8,45.0
2019-06-03,8:00,19.6,0.0,0.6,41.0
2019-06-03,9:00,22.2,0.0,1.9,37.0
2019-06-03,10:00,24.2,0.0,1.9,33.0
2019-06-03,11:00,26.0,0.0,1.9,30.0
2019-06-03,12:00,26.4,0.0,4.1,39.0
2019-06-03,13:00,26.1,0.0,4.0,44.0
2019-06-03,14:00,27.1,0.0,1.8,34.0
2019-06-03,15:00,28.5,0.0,1.4,33.0
2019-06-03,16:00,28.7,0.0,2.6,31.0
2019-06-03,17:00,29.4,0.0,3.1,31.0
2019-06-03,18:00,29.2,0.0,1.6,32.0
2019-06-03,19:00,28.0,0.0,1.8,33.0
2019-06-03,20:00,26.3,0.0,1.9,37.0
2019-06-03,21:00,24.6,0.0,2.1,43.0
2019-06-03,22:00,22.3,0.0,3.8,52.0
2019-06-03,23:00,21.5,0.0,1.4,55.0
2019-06-04,0:00,21.0,0.0,1.2,56.0
2019-06-04,1:00,20.3,0.0,1.0,59.0
2019-06-04,2:00,19.6,0.0,1.7,59.0
2019-06-04,3:00,18.9,0.0,1.1,66.0
2019-06-04,4:00,18.5,0.0,0.0,64.0
2019-06-04,5:00,17.8,0.0,0.8,67.0
2019-06-04,6:00,17.6,0.0,0.4,58.0
2019-06-04,7:00,19.2,0.0,0.5,53.0
2019-06-04,8:00,21.6,0.0,1.5,43.0
2019-06-04,9:00,23.8,0.0,2.1,44.0
2019-06-04,10:00,25.4,0.0,2.9,38.0
2019-06-04,11:00,27.0,0.0,2.3,35.0
2019-06-04,12:00,27.8,0.0,2.9,37.0
2019-06-04,13:00,28.4,0.0,3.2,36.0
2019-06-04,14:00,28.6,0.0,3.3,36.0
2019-06-04,15:00,28.4,0.0,3.2,37.0
2019-06-04,16:00,27.6,0.0,3.6,42.0
2019-06-04,17:00,26.6,0.0,3.0,49.0
2019-06-04,18:00,26.0,0.0,2.3,50.0
2019-06-04,19:00,24.5,0.0,3.4,59.0
2019-06-04,20:00,21.4,0.0,2.6,75.0
2019-06-04,21:00,20.0,0.0,2.7,79.0
2019-06-04,22:00,19.0,0.0,3.3,81.0
2019-06-04,23:00,19.0,0.0,2.4,79.0
2019-06-05,0:00,18.6,0.0,2.6,80.0
2019-06-05,1:00,18.4,0.0,1.7,82.0
2019-06-05,2:00,18.1,0.0,0.2,83.0
2019-06-05,3:00,17.8,0.0,1.5,83.0
2019-06-05,4:00,18.1,0.0,0.6,82.0
2019-06-05,5:00,18.2,0.0,0.2,81.0
2019-06-05,6:00,18.5,0.0,0.6,80.0
2019-06-05,7:00,19.2,0.0,0.6,75.0
2019-06-05,8:00,20.6,0.0,0.9,69.0
2019-06-05,9:00,21.7,0.0,2.4,67.0
2019-06-05,10:00,23.3,0.0,1.4,61.0
2019-06-05,11:00,25.5,0.0,1.8,51.0
2019-06-05,12:00,27.2,0.0,2.0,47.0
2019-06-05,13:00,28.6,0.0,2.6,41.0
2019-06-05,14:00,29.3,0.0,2.8,42.0
2019-06-05,15:00,29.4,0.0,2.8,44.0
2019-06-05,16:00,28.0,0.0,3.1,49.0
2019-06-05,17:00,27.4,0.0,3.3,47.0
2019-06-05,18:00,25.8,0.0,2.9,55.0
