연도,발전원,지역구분,시도구분,개수,용량,지역개수,지역용량
2020,태양광,충북,보은군,554,60764,6445,"633,068.55"
2020,태양광,충북,영동군,458,50526,6445,"633,068.55"
2020,태양광,충북,옥천군,845,77996,6445,"633,068.55"
2020,태양광,충북,음성군,634,64343,6445,"633,068.55"
2020,태양광,충북,제천시,493,43418,6445,"633,068.55"
2020,태양광,충북,증평군,208,18016,6445,"633,068.55"
2020,태양광,충북,진천군,366,53460,6445,"633,068.55"
2020,태양광,충북,청원군,1,49.55,6445,"633,068.55"
2020,태양광,충북,청주시,1222,107133,6445,"633,068.55"
2020,태양광,충북,충주시,934,86503,6445,"633,068.55"
2020,소수력,강원,강릉시,2,870,7,"2,223"
2020,소수력,강원,고성군,1,180,7,"2,223"
2020,소수력,강원,양구군,1,180,7,"2,223"
2020,소수력,강원,철원군,1,465,7,"2,223"
2020,소수력,강원,홍천군,1,430,7,"2,223"
2020,소수력,강원,화천군,1,98,7,"2,223"
2020,소수력,경기,구리시,1,45,4,468
2020,소수력,경기,안산시,1,9,4,468
2020,소수력,경기,안성시,1,360,4,468
2020,소수력,경기,용인시,1,54,4,468
2020,소수력,경남,산청군,1,150,4,329
2020,소수력,경남,하동군,3,179,4,329
2020,소수력,경북,문경시,1,220,8,"1,634"
2020,소수력,경북,봉화군,1,410,8,"1,634"
2020,소수력,경북,상주시,1,189,8,"1,634"
2020,소수력,경북,영주시,2,530,8,"1,634"
2020,소수력,경북,영천시,1,10,8,"1,634"
2020,소수력,경북,예천군,1,25,8,"1,634"
2020,소수력,경북,울진군,1,250,8,"1,634"
2020,소수력,부산,금정구,1,55,2,65
2020,소수력,부산,동래구,1,10,2,65
2020,소수력,서울,동작구,1,300,3,316
2020,소수력,서울,성동구,2,16,3,316
2020,소수력,전남,담양군,1,35,6,233
2020,소수력,전남,완도군,3,174,6,233
2020,소수력,전남,해남군,2,24,6,233
2020,소수력,전북,순창군,2,110,2,110
2020,소수력,충남,논산시,1,320,4,"1,470"
2020,소수력,충남,보령시,1,490,4,"1,470"
2020,소수력,충남,아산시,1,180,4,"1,470"
2020,소수력,충남,예산군,1,480,4,"1,470"
2020,소수력,충북,보은군,1,600,1,600
2020,풍력,강원,강릉시,1,80,1,80
2020,풍력,경기,안산시,1,21,2,76
2020,풍력,경기,안성시,1,55,2,76
2020,풍력,경남,하동군,1,6,1,6
2020,풍력,부산,기장군,1,8,1,8
2020,풍력,제주,제주시,1,99,1,99
2020,풍력,충남,서산시,1,20,1,20
2020,바이오,강원,원주시,2,1870,3,"2,670"
2020,바이오,강원,춘천시,1,800,3,"2,670"
2020,바이오,경기,연천군,1,450,2,700
2020,바이오,경기,이천시,1,250,2,700
2020,바이오,경남,양산시,2,1420,3,"1,870"
2020,바이오,경남,진주시,1,450,3,"1,870"
2020,바이오,전남,담양군,1,640,1,640
2020,바이오,전북,고창군,1,80,7,"2,146"
2020,바이오,전북,군산시,1,498,7,"2,146"
2020,바이오,전북,김제시,1,50,7,"2,146"
2020,바이오,전북,정읍시,4,1518,7,"2,146"
2020,바이오,충남,논산시,1,600,4,"2,060"
2020,바이오,충남,청양군,3,1460,4,"2,060"
2020,바이오,충북,청주시,1,750,1,750
2020,연료전지,강원,평창군,1,96,1,96
2020,연료전지,경기,안산시,1,880,3,"1,420"
2020,연료전지,경기,용인시,1,100,3,"1,420"
2020,연료전지,경기,포천시,1,440,3,"1,420"
2020,연료전지,경남,거창군,2,315,2,315
2020,연료전지,경북,칠곡군,2,1078,2,"1,078"
2020,연료전지,대구,동구,1,297,1,297
2020,연료전지,전북,군산시,1,210,3,"1,260"
2020,연료전지,전북,완주군,1,840,3,"1,260"
2020,연료전지,전북,익산시,1,210,3,"1,260"
2020,매립지가스(LFG),대전,대덕구,1,99,1,99
2021,태양광,강원,강릉시,492,59858.21,6994,"937,868.86"
2021,태양광,강원,고성군,465,88189.31,6994,"937,868.86"
2021,태양광,강원,동해시,72,7234.84,6994,"937,868.86"
2021,태양광,강원,삼척시,269,50919.06,6994,"937,868.86"
2021,태양광,강원,속초시,55,4382.14,6994,"937,868.86"
2021,태양광,강원,양구군,674,75686.6,6994,"937,868.86"
2021,태양광,강원,양양군,68,11160.66,6994,"937,868.86"
2021,태양광,강원,영월군,303,39143.16,6994,"937,868.86"
2021,태양광,강원,원주시,780,71853.75,6994,"937,868.86"
2021,태양광,강원,인제군,660,84136.73,6994,"937,868.86"
2021,태양광,강원,정선군,173,21363.14,6994,"937,868.86"
2021,태양광,강원,철원군,532,85451.79,6994,"937,868.86"
2021,태양광,강원,춘천시,413,33896.2,6994,"937,868.86"
2021,태양광,강원,태백시,81,28149.69,6994,"937,868.86"
2021,태양광,강원,평창군,379,83486.34,6994,"937,868.86"
2021,태양광,강원,홍천군,872,85968.69,6994,"937,868.86"
2021,태양광,강원,화천군,377,66106.56,6994,"937,868.86"
2021,태양광,강원,횡성군,329,40881.99,6994,"937,868.86"
2021,태양광,경기,가평군,256,23632.18,8661,"866,903.17"
2021,태양광,경기,고양시,247,19490.28,8661,"866,903.17"
2021,태양광,경기,과천시,4,244,8661,"866,903.17"
2021,태양광,경기,광명시,15,696.18,8661,"866,903.17"
2021,태양광,경기,광주시,249,17669.91,8661,"866,903.17"
2021,태양광,경기,구리시,11,1137,8661,"866,903.17"
2021,태양광,경기,군포시,18,2984.15,8661,"866,903.17"
2021,태양광,경기,김포시,485,38963.7,8661,"866,903.17"
2021,태양광,경기,남양주시,141,11121.2,8661,"866,903.17"
2021,태양광,경기,동두천시,45,3868,8661,"866,903.17"
2021,태양광,경기,부천시,22,2123.81,8661,"866,903.17"
2021,태양광,경기,성남시,31,3546.47,8661,"866,903.17"
2021,태양광,경기,수원시,99,7597.75,8661,"866,903.17"
2021,태양광,경기,시흥시,156,19752.96,8661,"866,903.17"
2021,태양광,경기,안산시,159,13833.53,8661,"866,903.17"
2021,태양광,경기,안성시,855,97362.92,8661,"866,903.17"
2021,태양광,경기,안양시,18,1594.98,8661,"866,903.17"
2021,태양광,경기,양주시,241,17560.78,8661,"866,903.17"
2021,태양광,경기,양평군,294,18878.85,8661,"866,903.17"
2021,태양광,경기,여주군,25,3257.22,8661,"866,903.17"
2021,태양광,경기,여주시,693,89599.38,8661,"866,903.17"
2021,태양광,경기,연천군,487,66838.28,8661,"866,903.17"
2021,태양광,경기,오산시,41,3041.71,8661,"866,903.17"
2021,태양광,경기,용인시,281,25596.39,8661,"866,903.17"
2021,태양광,경기,의왕시,14,1220.07,8661,"866,903.17"
2021,태양광,경기,의정부시,14,675.71,8661,"866,903.17"
2021,태양광,경기,이천시,649,87838.96,8661,"866,903.17"
2021,태양광,경기,파주시,591,47885.36,8661,"866,903.17"
2021,태양광,경기,평택시,578,53433.59,8661,"866,903.17"
2021,태양광,경기,포천시,608,62264.44,8661,"866,903.17"
2021,태양광,경기,하남시,46,4217.12,8661,"866,903.17"
2021,태양광,경기,화성시,1288,118976.29,8661,"866,903.17"
2021,태양광,경남,거제시,125,6661.38,7417,"915,966.91"
2021,태양광,경남,거창군,656,89631.69,7417,"915,966.91"
2021,태양광,경남,고성군,315,35754.85,7417,"915,966.91"
2021,태양광,경남,김해시,422,48079.9,7417,"915,966.91"
2021,태양광,경남,남해군,476,33252.29,7417,"915,966.91"
2021,태양광,경남,밀양시,526,41932.52,7417,"915,966.91"
2021,태양광,경남,사천시,430,48070.6,7417,"915,966.91"
2021,태양광,경남,산청군,441,64526.64,7417,"915,966.91"
2021,태양광,경남,양산시,171,18005.24,7417,"915,966.91"
2021,태양광,경남,의령군,233,58446.55,7417,"915,966.91"
2021,태양광,경남,진주시,465,49521.8,7417,"915,966.91"
2021,태양광,경남,창녕군,365,56365.44,7417,"915,966.91"
2021,태양광,경남,창원시,370,45098.98,7417,"915,966.91"
2021,태양광,경남,통영시,71,4236.67,7417,"915,966.91"
2021,태양광,경남,하동군,726,100501.78,7417,"915,966.91"
2021,태양광,경남,함안군,361,44946.47,7417,"915,966.91"
2021,태양광,경남,함양군,392,45712.62,7417,"915,966.91"
2021,태양광,경남,합천군,872,125221.49,7417,"915,966.91"
2021,태양광,경북,경산시,629,62214.2,15032,"1,957,337.98"
2021,태양광,경북,경주시,618,72348.88,15032,"1,957,337.98"
2021,태양광,경북,고령군,254,21582.76,15032,"1,957,337.98"
2021,태양광,경북,구미시,1146,126837.8,15032,"1,957,337.98"
2021,태양광,경북,군위군,504,95015.83,15032,"1,957,337.98"
2021,태양광,경북,김천시,1058,132837.41,15032,"1,957,337.98"
2021,태양광,경북,문경시,533,67038.6,15032,"1,957,337.98"
2021,태양광,경북,봉화군,562,88955.39,15032,"1,957,337.98"
2021,태양광,경북,상주시,1883,263725.05,15032,"1,957,337.98"
2021,태양광,경북,성주군,473,53595.94,15032,"1,957,337.98"
2021,태양광,경북,안동시,1224,143410.13,15032,"1,957,337.98"
2021,태양광,경북,영덕군,480,88116.87,15032,"1,957,337.98"
2021,태양광,경북,영양군,512,75632.2,15032,"1,957,337.98"
2021,태양광,경북,영주시,948,115205.68,15032,"1,957,337.98"
2021,태양광,경북,영천시,843,109661.6,15032,"1,957,337.98"
2021,태양광,경북,예천군,1019,131319.3,15032,"1,957,337.98"
2021,태양광,경북,울진군,86,10239.19,15032,"1,957,337.98"
2021,태양광,경북,의성군,895,162923.78,15032,"1,957,337.98"
2021,태양광,경북,청도군,227,19993.64,15032,"1,957,337.98"
2021,태양광,경북,청송군,263,22532.94,15032,"1,957,337.98"
2021,태양광,경북,칠곡군,528,51387.41,15032,"1,957,337.98"
2021,태양광,경북,포항시,347,42763.38,15032,"1,957,337.98"
2021,태양광,광주,광산구,715,118798.13,1299,"161,576.61"
2021,태양광,광주,남구,59,3863.52,1299,"161,576.61"
2021,태양광,광주,동구,26,2003.14,1299,"161,576.61"
2021,태양광,광주,북구,337,26873.25,1299,"161,576.61"
2021,태양광,광주,서구,162,10038.57,1299,"161,576.61"
2021,태양광,대구,남구,28,514.89,794,"64,964.42"
2021,태양광,대구,달서구,155,14850.82,794,"64,964.42"
2021,태양광,대구,달성군,272,29755.26,794,"64,964.42"
2021,태양광,대구,동구,111,7374.31,794,"64,964.42"
2021,태양광,대구,북구,129,8686.47,794,"64,964.42"
2021,태양광,대구,서구,53,2321.51,794,"64,964.42"
2021,태양광,대구,수성구,38,1287.16,794,"64,964.42"
2021,태양광,대구,중구,8,174,794,"64,964.42"
2021,태양광,대전,대덕구,120,10092.44,442,"26,758.82"
2021,태양광,대전,동구,69,4245.96,442,"26,758.82"
2021,태양광,대전,서구,108,3663.39,442,"26,758.82"
2021,태양광,대전,유성구,94,6941.31,442,"26,758.82"
2021,태양광,대전,중구,51,1815.72,442,"26,758.82"
2021,태양광,부산,강서구,255,47027.17,540,"69,097.16"
2021,태양광,부산,금정구,33,1873.46,540,"69,097.16"
2021,태양광,부산,기장군,70,8747.02,540,"69,097.16"
2021,태양광,부산,남구,12,967.85,540,"69,097.16"
2021,태양광,부산,동구,7,150,540,"69,097.16"
2021,태양광,부산,동래구,20,782.48,540,"69,097.16"
2021,태양광,부산,부산진구,10,594.5,540,"69,097.16"
2021,태양광,부산,북구,8,518.29,540,"69,097.16"
2021,태양광,부산,사상구,35,2118.07,540,"69,097.16"
2021,태양광,부산,사하구,43,3949.77,540,"69,097.16"
2021,태양광,부산,서구,3,88.52,540,"69,097.16"
2021,태양광,부산,수영구,8,399,540,"69,097.16"
2021,태양광,부산,연제구,6,229.85,540,"69,097.16"
2021,태양광,부산,영도구,8,327.55,540,"69,097.16"
2021,태양광,부산,중구,5,170.28,540,"69,097.16"
2021,태양광,부산,해운대구,17,1153.35,540,"69,097.16"
2021,태양광,서울,강남구,22,2114.56,497,"28,180.04"
2021,태양광,서울,강동구,23,871.7,497,"28,180.04"
2021,태양광,서울,강북구,22,695.66,497,"28,180.04"
2021,태양광,서울,강서구,28,2394.78,497,"28,180.04"
2021,태양광,서울,관악구,25,823.4,497,"28,180.04"
2021,태양광,서울,광진구,30,2094.81,497,"28,180.04"
2021,태양광,서울,구로구,22,989.5,497,"28,180.04"
2021,태양광,서울,금천구,19,794.02,497,"28,180.04"
2021,태양광,서울,노원구,32,2595.53,497,"28,180.04"
2021,태양광,서울,도봉구,23,835.6,497,"28,180.04"
2021,태양광,서울,동대문구,22,714,497,"28,180.04"
2021,태양광,서울,동작구,17,535.76,497,"28,180.04"
2021,태양광,서울,마포구,14,652.54,497,"28,180.04"
2021,태양광,서울,서대문구,18,537.3,497,"28,180.04"
2021,태양광,서울,서초구,22,1588.69,497,"28,180.04"
2021,태양광,서울,성동구,11,3452.88,497,"28,180.04"
2021,태양광,서울,성북구,25,689.92,497,"28,180.04"
2021,태양광,서울,송파구,28,1189.56,497,"28,180.04"
2021,태양광,서울,양천구,13,555.13,497,"28,180.04"
2021,태양광,서울,영등포구,16,1437.72,497,"28,180.04"
2021,태양광,서울,용산구,4,103,497,"28,180.04"
2021,태양광,서울,은평구,23,976.75,497,"28,180.04"
2021,태양광,서울,종로구,6,205,497,"28,180.04"
2021,태양광,서울,중구,7,171,497,"28,180.04"
2021,태양광,서울,중랑구,25,1161.23,497,"28,180.04"
2021,태양광,세종,가람동,3,1492,347,"32,494.85"
2021,태양광,세종,고운동,2,274,347,"32,494.85"
2021,태양광,세종,금남면,35,1670.32,347,"32,494.85"
2021,태양광,세종,대평동,2,994,347,"32,494.85"
2021,태양광,세종,도담동,1,93,347,"32,494.85"
2021,태양광,세종,반곡동,3,1234.6,347,"32,494.85"
2021,태양광,세종,보람동,3,1253,347,"32,494.85"
2021,태양광,세종,부강면,39,3667.06,347,"32,494.85"
2021,태양광,세종,새롬동,1,130,347,"32,494.85"
2021,태양광,세종,소담동,1,497,347,"32,494.85"
2021,태양광,세종,소정면,17,2001.07,347,"32,494.85"
2021,태양광,세종,연기면,13,1553.64,347,"32,494.85"
2021,태양광,세종,연동면,55,4305.16,347,"32,494.85"
2021,태양광,세종,연서면,40,2880.74,347,"32,494.85"
2021,태양광,세종,장군면,29,1754.87,347,"32,494.85"
2021,태양광,세종,전동면,41,3648.19,347,"32,494.85"
2021,태양광,세종,전의면,33,3077.62,347,"32,494.85"
2021,태양광,세종,조치원읍,29,1968.58,347,"32,494.85"
2021,태양광,울산,남구,47,4495.65,408,"44,082.83"
2021,태양광,울산,동구,15,411,408,"44,082.83"
2021,태양광,울산,북구,77,8695,408,"44,082.83"
2021,태양광,울산,울주군,256,30029.8,408,"44,082.83"
2021,태양광,울산,중구,13,451.38,408,"44,082.83"
2021,태양광,인천,강화군,316,19348.05,640,"56,193.49"
2021,태양광,인천,계양구,10,603.06,640,"56,193.49"
2021,태양광,인천,남구,24,1572.26,640,"56,193.49"
2021,태양광,인천,남동구,46,3731.6,640,"56,193.49"
2021,태양광,인천,동구,3,663,640,"56,193.49"
2021,태양광,인천,미추홀구,3,147,640,"56,193.49"
2021,태양광,인천,부평구,12,977.76,640,"56,193.49"
2021,태양광,인천,서구,125,14903.05,640,"56,193.49"
2021,태양광,인천,연수구,21,2605,640,"56,193.49"
2021,태양광,인천,옹진군,26,2390,640,"56,193.49"
2021,태양광,인천,중구,54,9252.71,640,"56,193.49"
2021,태양광,전남,강진군,956,137424.37,15892,"2,315,793.21"
2021,태양광,전남,고흥군,1408,175796.19,15892,"2,315,793.21"
2021,태양광,전남,곡성군,391,46253.19,15892,"2,315,793.21"
2021,태양광,전남,광양시,490,68714.69,15892,"2,315,793.21"
2021,태양광,전남,구례군,77,4949.67,15892,"2,315,793.21"
2021,태양광,전남,나주시,1392,207465.98,15892,"2,315,793.21"
2021,태양광,전남,담양군,418,40179.95,15892,"2,315,793.21"
2021,태양광,전남,목포시,256,43909.39,15892,"2,315,793.21"
2021,태양광,전남,무안군,949,125202.52,15892,"2,315,793.21"
2021,태양광,전남,보성군,499,103171.3,15892,"2,315,793.21"
2021,태양광,전남,순천시,1119,161381.74,15892,"2,315,793.21"
2021,태양광,전남,신안군,240,66658.99,15892,"2,315,793.21"
2021,태양광,전남,여수시,502,67156.62,15892,"2,315,793.21"
2021,태양광,전남,영광군,413,56317.28,15892,"2,315,793.21"
2021,태양광,전남,영암군,1469,231247.31,15892,"2,315,793.21"
2021,태양광,전남,완도군,532,55054.02,15892,"2,315,793.21"
2021,태양광,전남,장성군,657,84993.86,15892,"2,315,793.21"
2021,태양광,전남,장흥군,507,81511.45,15892,"2,315,793.21"
2021,태양광,전남,진도군,523,76052.47,15892,"2,315,793.21"
2021,태양광,전남,함평군,426,64713.05,15892,"2,315,793.21"
2021,태양광,전남,해남군,1703,283279.98,15892,"2,315,793.21"
2021,태양광,전남,화순군,965,134359.19,15892,"2,315,793.21"
2021,태양광,전북,고창군,1461,189655.98,24989,"2,891,918.32"
2021,태양광,전북,군산시,1612,190709.43,24989,"2,891,918.32"
2021,태양광,전북,김제시,3857,444627.27,24989,"2,891,918.32"
2021,태양광,전북,남원군,1,98,24989,"2,891,918.32"
2021,태양광,전북,남원시,2575,345584.18,24989,"2,891,918.32"
2021,태양광,전북,무주군,320,31645.8,24989,"2,891,918.32"
2021,태양광,전북,부안군,1496,175878.28,24989,"2,891,918.32"
2021,태양광,전북,순창군,433,46138.36,24989,"2,891,918.32"
2021,태양광,전북,완주군,1541,174947.39,24989,"2,891,918.32"
2021,태양광,전북,익산시,3628,400483.86,24989,"2,891,918.32"
2021,태양광,전북,임실군,1591,175800.26,24989,"2,891,918.32"
2021,태양광,전북,장수군,1195,164731.24,24989,"2,891,918.32"
2021,태양광,전북,전주시,743,50214.84,24989,"2,891,918.32"
2021,태양광,전북,정읍시,3507,383026.14,24989,"2,891,918.32"
2021,태양광,전북,진안군,1029,118377.29,24989,"2,891,918.32"
2021,태양광,제주,서귀포시,367,109205.09,837,"209,343.85"
2021,태양광,제주,제주시,470,100138.76,837,"209,343.85"
2021,태양광,충남,계룡시,17,674.18,14620,"1,684,037.15"
2021,태양광,충남,공주시,1340,133630.17,14620,"1,684,037.15"
2021,태양광,충남,금산군,1097,117799.84,14620,"1,684,037.15"
2021,태양광,충남,논산시,2279,260171.36,14620,"1,684,037.15"
2021,태양광,충남,당진군,1,29.92,14620,"1,684,037.15"
2021,태양광,충남,당진시,869,83468.08,14620,"1,684,037.15"
2021,태양광,충남,보령시,954,113228.45,14620,"1,684,037.15"
2021,태양광,충남,부여군,1339,180565.59,14620,"1,684,037.15"
2021,태양광,충남,서산시,992,136167.97,14620,"1,684,037.15"
2021,태양광,충남,서천군,1102,116302.15,14620,"1,684,037.15"
2021,태양광,충남,아산시,987,111838.09,14620,"1,684,037.15"
2021,태양광,충남,예산군,977,94548.09,14620,"1,684,037.15"
2021,태양광,충남,천안시,770,81233.95,14620,"1,684,037.15"
2021,태양광,충남,청양군,419,39715.65,14620,"1,684,037.15"
2021,태양광,충남,태안군,625,95839.5,14620,"1,684,037.15"
2021,태양광,충남,홍성군,852,118824.16,14620,"1,684,037.15"
2021,태양광,충북,괴산군,701,59079.18,8198,"783,060.38"
2021,태양광,충북,단양군,286,33716.85,8198,"783,060.38"
2021,태양광,충북,보은군,759,80669.01,8198,"783,060.38"
2021,태양광,충북,영동군,578,54968.11,8198,"783,060.38"
2021,태양광,충북,옥천군,1003,90992.11,8198,"783,060.38"
2021,태양광,충북,음성군,886,97986.79,8198,"783,060.38"
2021,태양광,충북,제천시,604,45296.11,8198,"783,060.38"
2021,태양광,충북,증평군,230,18909.91,8198,"783,060.38"
2021,태양광,충북,진천군,487,64371.96,8198,"783,060.38"
2021,태양광,충북,청주시,1571,138397.34,8198,"783,060.38"
2021,태양광,충북,충주시,1093,98673.01,8198,"783,060.38"
2021,소수력,강원,강릉시,2,870,8,"2,303"
2021,소수력,강원,고성군,1,180,8,"2,303"
2021,소수력,강원,양구군,1,180,8,"2,303"
2021,소수력,강원,철원군,1,465,8,"2,303"
2021,소수력,강원,홍천군,1,430,8,"2,303"
2021,소수력,강원,화천군,2,178,8,"2,303"
2021,소수력,경기,구리시,1,45,4,468
2021,소수력,경기,안산시,1,9,4,468
2021,소수력,경기,안성시,1,360,4,468
2021,소수력,경기,용인시,1,54,4,468
2021,소수력,경남,산청군,1,150,4,329
2021,소수력,경남,하동군,3,179,4,329
2021,소수력,경북,문경시,1,220,8,"1,630"
2021,소수력,경북,봉화군,1,410,8,"1,630"
2021,소수력,경북,상주시,1,189,8,"1,630"
2021,소수력,경북,영주시,2,530,8,"1,630"
2021,소수력,경북,영천시,1,6,8,"1,630"
2021,소수력,경북,예천군,1,25,8,"1,630"
2021,소수력,경북,울진군,1,250,8,"1,630"
2021,소수력,부산,강서구,1,55,3,120
2021,소수력,부산,금정구,1,55,3,120
2021,소수력,부산,동래구,1,10,3,120
2021,소수력,서울,동작구,1,300,3,316
2021,소수력,서울,성동구,2,16,3,316
2021,소수력,전남,담양군,1,35,11,733
2021,소수력,전남,완도군,8,674,11,733
2021,소수력,전남,해남군,2,24,11,733
2021,소수력,전북,순창군,2,110,2,110
2021,소수력,충남,논산시,1,320,4,"1,470"
2021,소수력,충남,보령시,1,490,4,"1,470"
2021,소수력,충남,아산시,1,180,4,"1,470"
2021,소수력,충남,예산군,1,480,4,"1,470"
2021,소수력,충북,보은군,1,600,1,600
2021,풍력,강원,강릉시,1,80,1,80
2021,풍력,경기,안산시,1,21,2,76
2021,풍력,경기,안성시,1,55,2,76
2021,풍력,경남,하동군,1,6,1,6
2021,풍력,부산,기장군,1,8,1,8
2021,풍력,제주,제주시,1,99.4,1,99.4
2021,풍력,충남,서산시,1,20,1,20
2021,바이오,강원,원주시,2,1870,3,"2,670"
2021,바이오,강원,춘천시,1,800,3,"2,670"
2021,바이오,경기,연천군,1,450,3,"1,199"
2021,바이오,경기,이천시,2,749,3,"1,199"
2021,바이오,경남,양산시,2,1420,3,"1,870"
2021,바이오,경남,진주시,1,450,3,"1,870"
2021,바이오,대전,대덕구,1,99,1,99
2021,바이오,전남,담양군,1,640,1,640
2021,바이오,전북,고창군,1,80,7,"2,146"
2021,바이오,전북,군산시,1,498,7,"2,146"
2021,바이오,전북,김제시,1,50,7,"2,146"
2021,바이오,전북,정읍시,4,1518,7,"2,146"
2021,바이오,충남,논산시,1,600,4,"2,400"
2021,바이오,충남,청양군,3,1800,4,"2,400"
2021,바이오,충북,청주시,1,750,1,750
2021,연료전지,강원,평창군,1,96,1,96
2021,연료전지,경기,안산시,1,880,3,"1,420"
2021,연료전지,경기,용인시,1,100,3,"1,420"
2021,연료전지,경기,포천시,1,440,3,"1,420"
2021,연료전지,경남,거창군,2,315,2,315
2021,연료전지,경북,칠곡군,2,1078,2,"1,078"
2021,연료전지,광주,북구,1,315,1,315
2021,연료전지,대구,달서구,1,210,2,507
2021,연료전지,대구,동구,1,297,2,507
2021,연료전지,대전,대덕구,1,105,1,105
2021,연료전지,전북,군산시,1,210,3,"1,260"
2021,연료전지,전북,완주군,1,840,3,"1,260"
2021,연료전지,전북,익산시,1,210,3,"1,260"
2021,매립지가스(LFG),전남,목포시,1,998,1,998
2021,조력,전남,진도군,1,80,1,80
